Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Ease of Online booking,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
0,9,1,0,1020,2,2,2,2,2,2,2,5,4,2,4,2,5,1.0,0
0,36,1,2,480,4,4,2,4,2,2,4,5,4,5,5,2,0,5.0,0
0,40,1,2,236,3,3,4,3,4,4,3,1,4,2,4,4,0,3.0,0
1,45,1,2,1768,3,3,2,3,4,3,3,3,3,4,3,2,118,116.0,0
1,70,0,0,1091,2,2,5,4,3,5,5,2,5,2,5,1,72,53.0,0
1,13,0,0,325,3,3,5,3,2,5,3,5,3,3,3,5,79,75.0,0
1,38,0,0,507,3,3,1,3,1,1,2,2,3,2,3,1,0,0.0,0
1,59,1,2,990,2,4,3,3,4,2,2,2,2,3,2,2,0,0.0,0
1,40,0,0,746,2,2,5,2,5,5,4,5,4,4,4,5,14,54.0,0
1,34,0,0,1024,3,3,5,3,5,5,2,5,3,1,5,5,0,0.0,0
0,26,1,0,655,2,1,5,1,5,5,4,3,4,3,4,5,0,28.0,0
0,36,1,2,876,3,3,4,3,4,4,2,2,4,4,4,4,29,6.0,0
0,26,1,0,152,3,3,5,3,5,5,3,3,3,2,3,5,0,0.0,0
0,46,1,0,1050,2,2,3,2,3,3,1,5,4,3,4,3,43,28.0,0
1,66,1,0,834,2,4,5,3,4,3,3,2,3,3,3,1,0,0.0,0
1,55,1,2,1813,4,4,5,3,3,4,4,4,4,1,4,3,26,11.0,0
1,50,1,0,2676,3,2,3,3,3,3,4,1,1,1,3,3,1,0.0,0
1,61,0,1,735,2,2,4,3,3,1,1,2,5,2,1,4,0,9.0,0
0,26,1,0,1009,1,1,2,1,2,2,2,4,3,2,3,2,2,0.0,0
1,39,0,2,689,4,4,3,5,4,2,2,4,2,3,2,5,0,0.0,0
0,39,1,2,1118,2,3,1,3,4,1,3,5,3,1,3,1,0,20.0,0
0,26,1,2,2475,4,4,2,4,2,2,5,2,5,3,5,2,1,0.0,0
1,52,0,0,2378,1,1,4,3,5,4,4,1,4,4,4,4,0,0.0,0
1,15,0,0,287,4,4,3,4,3,3,1,3,2,4,2,3,0,0.0,0
1,38,1,0,1598,3,1,3,3,3,3,4,4,1,2,2,3,19,5.0,0
0,23,1,2,266,3,3,4,3,2,4,4,4,3,2,3,4,0,0.0,0
0,25,1,2,160,3,4,2,4,3,2,5,2,4,3,5,2,0,0.0,0
0,25,1,2,534,2,2,1,2,1,1,5,4,5,3,4,1,0,0.0,0
1,55,0,0,862,3,3,1,2,3,3,3,3,3,1,3,4,23,8.0,0
0,41,1,2,591,3,3,1,3,3,1,3,2,4,5,5,1,0,0.0,0
1,61,0,0,307,3,3,5,1,2,2,2,3,2,3,2,3,14,13.0,0
1,44,1,2,423,2,3,1,3,4,2,2,2,2,1,2,2,31,18.0,0
1,9,1,2,1780,1,5,1,1,1,1,4,1,3,3,4,1,24,29.0,0
1,12,0,0,1569,2,2,4,2,4,4,1,4,2,3,3,4,0,0.0,0
0,39,1,0,1195,3,3,3,1,1,2,4,3,2,1,5,1,170,222.0,0
0,40,1,2,722,4,4,4,4,5,4,4,4,4,3,4,4,4,0.0,0
1,28,0,2,838,3,3,5,3,2,5,3,1,2,3,1,5,0,0.0,0
1,32,0,1,1482,1,1,3,1,3,3,5,4,5,4,4,3,58,56.0,0
1,16,0,0,369,2,3,2,3,2,2,2,4,1,5,4,2,0,0.0,0
1,43,1,2,2723,1,4,4,1,1,1,1,1,1,1,1,3,0,0.0,0
1,38,0,2,296,3,3,3,4,4,2,4,4,3,4,2,4,240,224.0,0
1,29,1,2,562,1,3,1,1,1,1,2,5,4,2,3,1,6,8.0,0
0,23,1,0,950,2,2,5,2,5,5,4,2,5,4,4,5,0,0.0,0
1,62,0,0,547,3,3,2,3,3,4,4,3,4,3,4,3,25,48.0,0
0,33,1,2,101,2,2,4,2,3,4,3,5,3,2,4,4,0,0.0,0
0,29,1,0,2475,2,2,1,2,1,1,4,5,1,4,3,1,0,0.0,0
0,50,1,0,356,2,2,1,2,1,1,4,4,1,5,3,1,0,0.0,0
1,23,0,0,321,4,4,1,4,1,1,4,3,5,5,3,1,0,0.0,0
1,50,0,0,563,3,3,3,3,2,5,5,3,3,4,5,4,0,0.0,0
1,48,1,0,483,2,5,5,4,3,2,2,2,2,1,2,4,26,4.0,0
1,45,0,0,989,1,1,5,3,4,4,4,1,4,3,4,4,0,0.0,0
1,67,0,0,859,4,4,3,3,3,1,1,4,1,3,1,4,0,0.0,0
0,38,1,0,537,4,3,5,3,5,5,4,5,3,1,4,5,0,7.0,0
1,10,0,1,764,3,3,2,3,2,2,5,4,5,1,1,2,0,0.0,0
1,48,1,0,239,4,1,3,4,4,4,4,4,4,4,4,3,81,75.0,0
0,33,1,0,125,1,1,3,1,3,3,4,5,4,1,4,3,40,55.0,0
0,64,1,2,229,3,3,1,3,1,1,2,1,4,1,4,1,0,0.0,0
1,57,1,0,1438,1,2,4,3,4,1,1,1,1,1,1,1,7,10.0,0
1,70,0,0,404,3,4,4,3,2,5,5,4,1,5,5,1,9,2.0,0
1,35,0,0,1033,1,1,5,1,5,5,3,5,3,1,3,5,8,22.0,0
1,9,1,2,1722,2,2,2,2,2,2,2,3,4,1,4,2,8,2.0,0
1,37,0,0,731,2,2,5,2,5,5,3,5,4,1,3,5,0,0.0,0
1,27,0,0,1671,2,2,4,2,4,4,2,5,3,1,3,4,0,0.0,0
1,22,0,0,992,2,2,2,2,2,2,5,4,5,3,5,2,0,0.0,0
1,39,1,2,1598,3,5,5,2,3,3,3,4,3,2,3,3,3,0.0,0
1,46,0,0,551,1,1,2,4,4,1,1,1,1,4,1,2,16,15.0,0
0,38,1,0,188,4,5,3,5,3,3,3,4,3,1,3,3,0,0.0,0
0,25,1,2,277,4,4,4,4,4,4,3,4,4,4,4,4,0,94.0,0
1,70,0,0,403,4,4,4,4,4,4,3,2,5,4,5,4,0,0.0,0
0,44,1,2,363,3,3,2,3,2,2,4,3,3,1,3,2,14,18.0,0
1,42,0,0,270,2,0,4,4,1,3,3,0,2,1,3,2,0,0.0,0
1,31,0,0,926,2,2,1,2,1,1,4,2,4,5,5,1,26,0.0,0
0,30,1,2,696,1,1,4,1,4,4,3,2,5,3,4,4,0,0.0,0
1,52,0,0,1411,3,2,3,2,3,3,1,3,4,4,3,3,0,0.0,0
1,39,1,0,328,4,2,4,4,4,4,3,1,3,2,3,4,0,0.0,0
1,25,1,2,647,1,1,1,1,1,1,1,2,4,1,4,1,16,7.0,0
1,8,1,2,2497,2,2,2,2,2,2,1,2,3,3,4,2,0,17.0,0
0,34,1,2,270,1,0,5,0,5,5,3,5,4,5,5,5,56,57.0,0
1,30,0,0,1023,3,3,2,3,5,2,1,4,1,5,4,2,1,0.0,0
1,10,0,0,1183,3,4,1,4,1,1,3,2,5,5,4,1,0,0.0,0
1,45,1,0,313,3,3,4,4,3,3,3,3,3,4,3,2,0,0.0,0
1,56,0,0,1197,1,1,5,1,5,5,2,2,4,1,3,5,0,0.0,0
1,7,0,1,853,2,1,5,1,5,5,3,2,5,4,4,5,0,0.0,0
1,68,0,0,377,1,1,2,4,5,5,5,1,5,4,5,5,0,0.0,0
1,52,0,0,444,2,2,2,2,2,2,4,2,5,3,5,2,0,0.0,0
0,27,1,2,577,3,2,3,2,3,3,3,2,5,3,5,3,28,24.0,0
1,29,1,2,1898,4,2,4,4,4,4,1,3,4,2,4,4,8,12.0,0
1,12,0,1,260,1,1,4,1,4,4,3,1,2,1,5,4,0,3.0,0
1,47,1,0,719,2,4,5,3,3,2,2,2,2,2,2,4,55,43.0,0
1,45,1,2,892,3,3,4,4,3,3,3,3,3,2,3,2,0,0.0,0
1,52,0,0,235,4,4,5,4,5,5,4,2,5,3,5,5,25,19.0,0
0,36,1,2,1188,3,3,5,3,5,5,4,4,5,5,4,5,0,2.0,0
1,55,1,0,1044,4,2,5,2,3,4,4,4,4,2,4,3,0,15.0,0
1,42,0,0,325,2,2,5,5,2,3,3,2,3,5,3,3,0,0.0,0
1,35,0,0,377,2,2,4,2,5,4,4,5,5,5,5,4,17,11.0,0
0,29,1,0,1235,3,3,1,3,1,1,4,4,3,1,3,1,0,0.0,0
1,35,0,2,84,3,3,4,4,3,4,4,3,4,3,4,4,0,0.0,0
1,40,1,1,407,4,2,4,4,4,4,2,5,3,2,4,4,11,6.0,0
1,14,0,1,1076,1,2,1,2,1,1,3,4,5,3,5,1,6,1.0,0
1,25,0,0,814,4,4,4,4,4,4,4,4,4,1,4,4,0,0.0,0
1,57,0,1,402,3,3,2,5,5,5,5,3,5,5,5,4,4,0.0,0
1,43,1,2,3121,3,5,2,2,3,3,3,3,3,3,3,4,9,8.0,0
1,40,0,0,748,1,1,3,1,3,3,5,5,5,3,5,3,0,5.0,0
1,21,0,0,760,1,1,2,1,2,2,3,2,3,2,4,2,0,0.0,0
1,27,0,2,867,4,4,5,4,5,5,2,4,5,3,5,5,0,10.0,0
1,23,0,0,1372,3,3,3,3,3,3,4,3,4,4,4,3,0,6.0,0
1,30,0,0,1652,2,2,3,2,3,3,3,4,4,2,4,3,37,46.0,0
1,19,0,0,1546,2,2,4,2,3,4,5,4,4,4,5,4,111,101.0,0
1,40,0,1,937,1,1,2,1,2,2,2,5,4,3,2,2,12,5.0,0
1,40,1,2,192,4,2,2,4,2,2,5,4,3,2,4,2,104,177.0,0
1,22,0,0,331,3,3,3,3,3,3,1,3,3,1,4,3,0,0.0,0
1,67,0,0,2434,3,3,5,4,4,5,5,3,5,3,5,3,0,0.0,0
0,36,1,0,325,3,3,1,3,1,1,3,1,5,3,5,1,0,0.0,0
1,15,0,0,821,2,2,5,2,5,5,1,2,4,4,4,5,0,0.0,0
0,41,1,1,1605,2,2,1,2,1,1,3,5,3,3,3,1,26,18.0,0
1,9,0,0,696,1,1,2,1,2,2,5,5,4,5,5,2,11,23.0,0
1,44,0,0,384,3,3,3,5,4,2,2,3,2,3,2,3,6,7.0,0
1,61,0,0,227,3,0,4,0,4,4,3,5,5,5,4,4,0,0.0,0
0,27,1,0,1341,1,1,1,2,2,5,1,4,5,2,4,2,0,3.0,0
1,24,0,0,605,2,2,2,2,5,2,5,4,5,3,5,2,0,0.0,0
1,26,0,0,334,4,3,4,3,4,4,5,2,4,4,4,4,87,71.0,0
1,59,0,0,248,2,2,5,5,4,2,2,2,2,5,2,3,16,5.0,0
1,18,0,0,1005,4,4,4,4,5,4,4,5,5,4,5,4,1,8.0,0
1,51,1,2,484,2,4,4,3,3,2,2,3,2,1,2,2,0,0.0,0
1,40,1,0,773,3,3,3,3,3,1,4,3,4,3,2,3,137,131.0,0
1,27,0,0,1723,1,1,2,1,2,2,4,2,4,4,5,2,0,5.0,0
1,31,1,2,651,2,4,2,2,2,2,4,3,3,4,4,2,0,0.0,0
1,47,0,2,684,4,4,5,4,5,2,2,4,2,3,2,5,0,0.0,0
1,40,0,0,1197,4,4,4,4,4,4,1,1,2,3,4,4,0,1.0,0
0,11,1,0,804,3,3,5,3,2,5,4,4,4,5,4,5,8,0.0,0
0,26,1,0,802,3,3,4,3,2,4,4,1,4,4,4,4,0,25.0,0
0,30,1,0,601,1,1,1,1,1,1,1,5,3,1,3,1,7,5.0,0
1,31,1,2,2436,1,3,1,1,1,1,4,4,3,1,4,1,0,0.0,0
0,25,1,0,913,4,4,3,4,3,3,2,3,1,4,5,3,0,0.0,0
0,43,1,0,1023,2,2,2,2,2,2,2,2,4,4,4,2,63,106.0,0
1,43,0,0,1235,3,3,4,3,2,1,1,3,1,4,1,4,19,9.0,0
0,36,1,0,651,3,3,5,3,5,5,4,1,3,2,3,5,0,0.0,0
1,15,0,0,113,3,3,1,3,1,1,3,5,5,3,1,1,0,0.0,0
0,40,1,2,936,1,1,5,1,5,5,3,2,3,1,3,5,39,39.0,0
1,52,1,2,554,2,1,3,3,4,2,2,2,2,2,2,1,15,23.0,0
1,11,0,0,794,2,2,2,2,2,2,5,2,5,5,5,2,0,0.0,0
1,59,1,1,996,1,1,3,3,4,1,1,1,1,1,1,4,3,0.0,0
0,44,1,0,304,2,2,3,2,4,3,3,2,3,4,3,3,15,19.0,0
0,38,1,2,250,3,3,5,3,5,5,4,3,4,5,5,5,0,0.0,0
1,19,0,2,507,3,3,5,3,5,5,4,2,5,3,5,5,7,16.0,0
1,35,0,0,300,3,3,5,3,5,5,4,2,5,5,5,5,0,0.0,0
1,48,0,1,255,1,1,3,1,4,2,2,1,2,5,2,3,0,0.0,0
1,55,0,0,680,2,2,5,2,1,2,2,2,2,2,2,4,0,0.0,0
1,59,0,0,852,2,2,4,4,5,4,4,2,4,3,4,4,2,0.0,0
1,65,0,0,427,3,3,4,3,4,4,2,1,5,1,1,4,20,22.0,0
0,20,1,0,507,2,2,3,2,3,3,1,5,4,2,4,3,34,36.0,0
1,72,1,2,3996,1,5,1,3,3,1,1,1,1,3,1,2,0,0.0,0
1,26,0,0,337,4,1,1,1,1,1,3,3,3,5,4,1,0,0.0,0
1,49,0,0,759,1,1,2,4,4,1,1,1,5,5,1,5,0,0.0,0
1,42,1,1,1104,2,4,2,2,2,2,1,1,1,3,1,2,3,6.0,0
1,62,1,0,404,3,4,3,3,3,3,1,2,3,1,3,3,92,76.0,0
1,19,0,0,419,3,1,3,1,3,3,2,5,5,2,5,3,120,128.0,0
1,59,0,0,719,1,1,2,1,5,2,5,3,5,3,4,2,16,30.0,0
1,52,0,0,372,2,2,1,2,1,1,5,3,4,3,4,1,12,6.0,0
1,15,1,1,122,3,1,3,3,2,3,3,4,2,1,3,3,0,0.0,0
1,27,0,0,1598,2,3,2,3,4,2,3,2,5,5,5,2,0,0.0,0
0,25,1,0,591,3,4,1,4,1,1,3,4,4,3,1,1,0,0.0,0
1,51,0,1,1671,4,4,2,4,4,4,4,4,4,4,4,4,0,0.0,0
0,20,1,1,270,3,3,5,3,5,5,2,4,4,4,3,5,0,9.0,0
0,35,1,0,184,1,0,4,0,4,4,3,4,2,2,5,4,0,0.0,0
1,23,1,2,1430,3,5,3,3,3,3,3,1,3,1,4,3,0,0.0,0
1,53,0,0,591,3,2,2,5,5,5,5,2,5,4,5,5,10,0.0,0
0,37,1,2,237,3,3,4,3,4,4,4,4,5,5,4,4,0,0.0,0
1,47,1,2,262,2,5,1,2,2,3,5,3,3,2,2,2,253,257.0,0
1,57,0,0,602,1,1,1,1,2,2,2,1,2,1,2,3,17,22.0,0
0,23,1,0,411,1,0,5,0,5,5,3,1,5,2,2,5,4,2.0,0
1,31,1,2,764,2,3,2,2,2,2,2,3,4,2,4,2,0,10.0,0
1,14,0,0,328,4,4,3,4,2,3,4,3,5,4,2,3,20,23.0,0
1,56,0,0,547,4,4,1,3,5,5,5,4,5,5,5,3,0,0.0,0
1,41,0,0,1076,2,2,5,2,5,5,5,2,5,3,5,5,23,0.0,0
1,30,1,2,2454,3,1,3,3,3,3,5,2,3,3,1,3,22,6.0,0
1,26,0,0,481,3,3,5,3,5,5,2,4,5,1,3,5,0,0.0,0
1,41,0,0,580,3,3,4,3,4,4,5,4,2,4,2,4,22,25.0,0
1,70,0,0,1371,3,3,4,4,5,1,1,3,1,3,1,4,3,0.0,0
1,23,0,1,101,4,4,5,4,5,5,3,2,4,4,5,5,0,0.0,0
1,48,1,2,1971,3,3,3,3,3,4,3,3,2,3,1,3,140,208.0,0
0,39,1,2,177,3,3,3,3,1,3,5,3,2,4,2,3,0,0.0,0
1,45,0,0,432,2,2,1,2,1,1,5,2,4,4,3,1,0,0.0,0
1,54,0,0,282,1,1,2,3,1,3,3,1,5,3,3,2,10,0.0,0
1,22,1,2,1200,1,0,3,0,5,3,3,4,3,3,3,3,67,60.0,0
0,25,1,2,1020,3,3,2,3,2,2,4,5,5,4,4,2,0,0.0,0
1,69,0,0,2585,3,3,2,3,4,1,1,3,1,4,1,1,0,0.0,0
1,16,0,0,2454,2,1,1,1,1,1,5,2,5,4,5,1,7,5.0,0
1,34,0,0,1222,3,3,2,3,2,2,1,5,4,2,4,2,2,27.0,0
1,38,1,2,1888,2,3,2,4,3,2,2,3,2,2,2,3,0,0.0,0
1,54,0,0,226,1,0,1,0,1,1,5,5,4,5,4,1,17,7.0,0
0,54,1,0,1237,3,3,1,3,1,1,3,2,3,3,3,1,0,11.0,0
0,33,1,2,413,2,3,4,3,2,4,4,5,5,4,5,4,0,0.0,0
1,34,0,0,1173,2,2,5,2,4,5,4,4,2,2,3,5,58,56.0,0
1,62,0,0,1916,3,3,5,3,4,4,4,3,4,4,4,2,0,0.0,0
1,67,0,0,895,3,4,2,3,4,5,5,4,5,2,5,2,0,0.0,0
1,13,0,0,1205,2,2,1,2,1,1,1,1,3,1,4,1,1,0.0,0
1,14,0,0,1205,3,3,4,3,4,4,4,1,3,2,3,4,5,0.0,0
0,37,1,0,230,3,3,4,3,4,4,4,1,3,4,3,4,72,99.0,0
1,41,1,0,1826,1,4,1,1,1,1,2,1,3,3,2,1,71,60.0,0
0,21,1,0,187,2,1,3,1,3,3,3,2,3,3,2,3,24,30.0,0
1,10,0,0,1379,3,3,5,3,5,5,3,5,5,5,2,5,25,0.0,0
1,38,0,0,405,3,3,1,3,1,1,5,3,5,3,5,1,8,28.0,0
1,49,0,1,873,3,3,3,3,3,3,4,3,3,3,4,3,0,0.0,0
1,60,1,2,2139,2,3,1,3,4,2,2,2,2,1,2,4,0,0.0,0
1,24,0,1,331,1,1,3,1,3,3,2,3,3,4,4,3,0,0.0,0
1,45,1,0,1235,1,1,1,1,1,1,3,2,4,3,3,1,0,0.0,0
1,35,0,0,539,2,4,4,4,4,4,4,2,4,5,4,4,0,0.0,0
0,27,1,0,458,4,4,1,4,1,1,1,1,2,2,2,1,35,18.0,0
1,48,0,2,493,3,3,3,5,5,5,5,3,4,3,5,3,2,0.0,0
1,16,0,0,926,1,1,1,1,4,1,4,4,4,4,5,1,0,0.0,0
1,15,0,0,737,3,2,2,2,2,2,4,3,5,3,4,2,0,4.0,0
1,11,0,0,259,3,3,4,3,4,4,4,2,3,4,4,4,0,4.0,0
1,8,0,2,429,1,1,5,1,1,5,2,5,2,5,2,5,0,0.0,0
1,24,0,0,301,3,3,2,3,2,2,4,5,4,4,5,2,0,0.0,0
0,29,1,0,502,2,1,1,1,1,1,4,5,3,3,3,1,38,41.0,0
1,64,0,0,551,4,4,3,4,3,3,3,1,2,5,5,3,0,0.0,0
1,15,1,0,1990,3,2,3,3,1,3,3,3,4,1,3,3,0,0.0,0
1,30,0,0,641,3,3,4,3,4,4,4,2,4,3,4,4,55,44.0,0
1,43,0,0,957,2,3,4,5,5,5,5,3,5,5,5,3,1,0.0,0
0,39,1,2,1726,2,1,5,1,3,5,3,4,4,3,4,5,0,17.0,0
1,40,1,0,258,4,2,4,4,4,4,1,4,4,1,3,4,8,11.0,0
1,29,0,0,371,3,3,2,3,2,2,2,4,3,4,4,2,42,34.0,0
1,63,1,2,1674,4,3,1,1,2,4,4,4,4,1,4,3,0,8.0,0
1,56,0,0,925,2,2,5,4,5,3,3,2,3,4,3,3,13,0.0,0
1,38,1,0,374,2,3,2,2,2,2,3,4,3,2,3,2,0,0.0,0
1,52,0,2,1020,3,3,3,3,3,4,2,2,3,3,3,3,155,174.0,0
0,22,1,0,349,3,3,2,3,2,2,1,2,3,3,4,2,0,2.0,0
1,38,0,0,589,2,2,4,2,4,4,2,1,2,2,2,4,0,0.0,0
1,43,0,0,468,3,3,5,4,5,3,3,3,3,5,3,5,0,0.0,0
1,41,0,0,328,2,2,2,2,5,2,3,2,5,4,4,2,5,1.0,0
1,24,1,2,2537,2,5,2,2,2,2,3,1,3,2,4,2,0,0.0,0
1,18,0,0,862,3,3,5,3,5,5,3,4,5,5,4,5,0,0.0,0
1,35,0,0,466,2,2,4,2,4,4,3,3,4,4,4,4,0,0.0,0
1,41,1,1,641,2,3,2,2,2,2,4,4,4,1,3,2,32,22.0,0
1,57,1,0,515,1,5,4,4,4,1,1,1,1,3,1,3,46,44.0,0
0,27,1,2,1189,2,2,3,2,2,3,1,3,3,3,3,3,15,11.0,0
0,24,1,0,588,4,4,3,4,1,3,2,3,2,4,3,3,0,0.0,0
1,37,1,2,214,2,1,2,4,3,5,5,4,2,1,5,2,0,0.0,0
1,45,1,2,440,3,4,1,4,3,3,3,3,3,2,3,3,13,0.0,0
1,33,0,0,192,2,2,2,2,2,2,4,2,5,5,5,2,0,1.0,0
1,69,0,0,2288,4,4,4,5,5,2,2,1,3,5,2,5,0,0.0,0
1,37,1,0,323,1,5,1,1,1,1,4,3,4,1,3,1,0,0.0,0
1,27,0,2,74,2,2,5,2,5,5,2,4,3,1,1,5,1,1.0,0
0,17,1,0,406,3,3,4,3,4,4,2,5,3,1,4,4,40,29.0,0
1,26,1,2,528,1,4,1,1,1,3,4,3,3,1,1,1,183,180.0,0
1,21,0,0,356,2,2,4,2,4,4,5,3,3,1,5,4,0,0.0,0
1,14,0,0,1554,1,1,3,1,3,3,5,3,5,4,4,3,0,0.0,0
0,25,1,1,531,2,2,2,2,2,2,5,3,5,2,4,2,0,0.0,0
0,22,1,0,550,2,2,5,2,5,5,4,3,4,5,4,5,0,0.0,0
1,47,0,0,416,3,3,2,4,4,1,1,3,3,3,1,3,22,14.0,0
1,58,1,2,1998,2,4,5,3,3,2,2,2,2,1,2,4,3,0.0,0
1,50,0,0,328,3,5,3,4,4,4,4,5,2,4,4,3,0,0.0,0
0,42,1,0,366,2,2,1,2,1,1,1,5,4,2,4,1,0,0.0,0
0,50,1,2,214,4,4,3,4,3,3,4,2,4,4,5,3,0,0.0,0
1,32,0,0,488,3,2,5,2,5,5,3,3,2,2,4,5,0,0.0,0
0,45,1,0,649,1,1,5,1,5,5,4,2,3,2,3,5,0,0.0,0
0,22,1,0,1021,1,0,0,5,5,4,2,4,4,5,4,5,269,255.0,0
0,30,1,0,250,1,1,3,1,3,3,1,2,2,1,4,3,0,0.0,0
0,43,1,0,551,2,2,4,2,5,4,4,2,1,2,5,4,0,0.0,0
0,38,1,2,1984,2,2,3,2,3,3,5,4,4,3,5,3,0,0.0,0
0,23,1,0,212,3,3,3,1,1,4,2,4,3,1,1,1,202,190.0,0
0,26,1,2,1055,3,3,2,3,2,2,3,3,4,5,4,2,1,0.0,0
0,39,1,2,829,4,5,1,5,1,1,4,3,4,3,5,1,0,0.0,0
0,35,1,0,1013,1,1,3,1,3,3,2,4,3,4,4,3,99,83.0,0
1,7,0,0,237,3,0,1,0,1,1,3,2,3,4,3,1,0,0.0,0
1,55,1,2,2904,4,5,5,3,3,4,4,4,4,3,4,4,58,0.0,0
0,59,1,2,214,4,4,5,4,5,5,5,4,5,5,4,5,0,0.0,0
0,23,1,0,386,2,2,5,2,5,5,3,4,3,1,3,5,0,0.0,0
0,38,1,0,416,4,4,1,4,1,1,3,1,3,3,3,1,12,14.0,0
1,40,0,1,2585,3,3,5,3,5,5,4,2,5,3,4,5,0,0.0,0
1,39,1,0,955,1,0,5,0,5,5,4,1,3,4,2,5,18,26.0,0
0,27,1,0,395,2,2,2,3,3,2,4,4,4,3,1,3,195,203.0,0
1,25,0,0,834,3,3,5,3,5,5,3,4,4,4,4,5,49,39.0,0
1,32,1,2,727,3,2,3,2,3,3,1,2,2,2,3,3,38,25.0,0
1,49,1,2,295,3,3,4,2,2,3,3,3,3,4,3,1,35,34.0,0
1,60,0,2,991,2,2,2,5,4,3,3,2,3,3,3,5,0,0.0,0
1,39,0,2,990,2,2,3,2,3,1,1,2,1,4,1,4,0,0.0,0
1,51,1,2,3278,4,3,1,3,4,4,4,3,4,2,4,2,0,0.0,0
1,33,0,0,587,3,3,4,3,4,4,1,4,4,3,3,4,36,29.0,0
0,34,1,2,552,3,3,1,3,1,1,5,2,4,5,5,1,0,0.0,0
1,24,1,0,1126,3,1,3,3,1,3,2,3,4,3,3,3,0,0.0,0
1,25,0,0,948,1,1,5,1,5,5,3,3,3,2,4,5,0,0.0,0
1,67,0,0,237,4,0,5,5,5,2,2,0,2,5,2,3,0,0.0,0
1,25,0,0,843,3,2,2,4,2,5,3,5,5,2,5,2,160,150.0,0
1,62,0,0,515,4,4,5,4,5,5,3,2,5,4,4,5,0,0.0,0
1,68,0,1,950,4,4,1,1,2,3,3,4,3,2,3,4,0,0.0,0
1,57,0,0,1514,1,1,4,3,3,5,5,1,5,3,5,2,0,4.0,0
1,51,0,0,329,2,2,3,2,3,3,4,4,5,1,5,3,1,13.0,0
1,23,0,0,1739,1,1,4,1,4,4,2,2,2,3,2,4,19,18.0,0
0,39,1,0,448,2,2,5,2,5,5,4,3,3,3,4,5,29,27.0,0
1,49,0,0,1501,3,3,2,3,4,1,1,3,1,5,1,4,4,0.0,0
1,42,0,0,907,2,2,4,2,4,4,4,3,4,4,5,4,0,7.0,0
1,67,0,0,1014,2,2,2,4,2,4,1,2,5,2,2,2,223,215.0,0
1,36,0,0,862,2,2,2,2,3,2,2,2,3,1,2,2,65,49.0,0
1,29,1,2,1089,1,4,1,1,1,1,1,2,4,4,4,1,0,0.0,0
1,25,1,2,936,3,2,3,3,3,3,2,2,3,2,3,3,0,0.0,0
1,21,0,2,127,2,0,3,0,3,3,3,3,2,4,2,3,0,0.0,0
1,24,1,2,680,4,5,4,4,4,4,4,3,3,2,3,4,10,50.0,0
0,55,1,0,391,1,1,1,1,1,1,3,4,1,4,3,1,0,0.0,0
1,15,1,1,1188,3,3,3,3,2,3,1,4,3,4,4,3,50,40.0,0
1,21,0,0,300,1,1,2,1,2,2,5,4,5,3,4,2,0,0.0,0
0,25,1,0,760,2,2,3,2,3,3,5,5,4,4,5,3,0,0.0,0
0,21,1,0,475,1,1,2,1,2,2,5,5,5,3,5,2,8,7.0,0
0,25,1,2,1013,2,2,3,2,1,3,4,5,4,3,5,3,0,0.0,0
1,59,0,0,383,3,3,5,3,3,1,1,3,1,3,1,1,0,0.0,0
1,29,0,0,255,2,2,4,2,4,4,3,3,3,2,4,4,0,0.0,0
1,8,0,0,546,2,2,2,2,2,2,1,2,2,1,2,2,0,0.0,0
1,39,0,0,345,2,2,5,2,5,5,4,4,1,3,1,5,9,4.0,0
1,70,0,1,2521,1,1,1,3,3,3,4,3,4,3,3,3,0,0.0,0
1,26,1,0,573,3,5,3,3,1,3,3,3,2,3,3,3,0,0.0,0
1,24,1,0,460,3,4,3,1,3,4,2,4,4,3,2,3,123,146.0,0
0,24,1,2,395,3,3,5,3,5,5,3,5,4,2,4,5,52,48.0,0
1,45,0,1,156,3,3,3,5,5,3,5,5,5,5,5,5,160,155.0,0
1,9,1,2,2116,3,4,3,3,3,3,2,5,3,4,3,3,5,13.0,0
1,37,1,2,522,4,1,2,2,2,4,4,4,4,4,4,1,0,0.0,0
1,33,0,1,925,1,1,2,1,2,2,3,5,2,3,1,2,0,0.0,0
0,29,1,0,762,2,2,5,2,3,5,4,3,4,1,4,5,69,43.0,0
0,47,1,0,214,3,3,3,3,3,3,3,3,2,3,3,3,63,66.0,0
0,23,1,0,594,3,3,4,3,4,4,5,3,5,5,4,4,0,0.0,0
1,26,0,0,679,2,2,5,2,5,5,3,2,4,5,5,5,0,6.0,0
0,56,1,2,228,3,3,4,3,4,4,5,4,5,4,4,4,14,0.0,0
1,17,0,1,689,2,2,3,2,3,3,4,4,3,2,4,3,2,10.0,0
1,62,1,0,399,2,5,4,3,2,2,2,2,2,3,2,4,16,50.0,0
1,29,0,1,526,4,4,1,4,1,1,4,5,5,5,4,1,0,0.0,0
0,16,1,0,781,3,3,3,3,3,3,5,2,5,3,4,3,4,3.0,0
1,69,0,2,337,2,2,2,5,5,2,2,2,2,5,2,5,0,17.0,0
