Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent
12990,469.480011,200.5154114,83.43035126,0.909328222,13214,0.701214552
12045,452.3089905,193.5135193,80.27761841,0.909893274,12368,0.55242157
13946,482.1400146,203.2573242,88.27828979,0.900759697,14233,0.571510553
14569,500.368988,216.6696625,86.45754242,0.916938186,14801,0.806699872
15306,524.6849976,227.7818604,87.04252625,0.924108148,15837,0.512506306
13568,482.1419983,206.3412628,84.97628021,0.911263406,13798,0.772841215
14289,488.4849854,208.5738831,88.30962372,0.905944109,14572,0.79207319
14619,493.5239868,209.5328827,89.80801392,0.903489351,14973,0.612314165
13338,462.5339966,194.2583313,88.38234711,0.890505075,13639,0.743105471
13211,476.6589966,204.8645325,82.88511658,0.914500415,13608,0.710880339
13785,489.9159851,213.3764191,82.78991699,0.921659648,14130,0.796636641
12982,466.1570129,200.5194702,82.79619598,0.910772502,13188,0.622279763
15790,516.4799805,218.4259033,92.93593597,0.904967666,16197,0.750154376
13719,487.1470032,208.8647766,84.3004303,0.914930046,14111,0.604414463
13118,480.0859985,207.1090393,81.70571136,0.918893456,13652,0.568765163
11958,444.927002,187.7583618,81.88331604,0.899893343,12240,0.72666502
12621,444.5880127,184.9431305,87.62445831,0.880637109,12832,0.733992457
11747,452.1270142,194.4948578,78.74446106,0.914375782,11935,0.542636752
13372,472.1700134,197.780365,87.60530853,0.896550059,13750,0.607348859
15556,510.5100098,217.1022339,92.77321625,0.904098094,15781,0.607418954
11421,441.1610107,189.5218506,77.25662231,0.91314286,11610,0.551792443
13949,479.4020081,200.0951385,90.09468842,0.892897844,14286,0.581547558
13266,466.0,198.0613861,86.09347534,0.900584579,13514,0.654335618
14715,497.5570068,212.0353241,89.50563049,0.906537175,15094,0.794889808
14439,492.322998,205.4156342,91.42163086,0.895502329,14867,0.780824125
14975,508.0780029,212.556427,91.27476501,0.903107643,15482,0.631377041
11411,430.9339905,184.3092499,79.25812531,0.90281558,11587,0.647873759
13090,472.9450073,202.6015778,83.23017883,0.911722243,13331,0.775290191
11898,453.980011,195.3600464,78.36910248,0.916011453,12134,0.548042357
13935,483.243988,196.7861023,91.71784973,0.884743154,14428,0.593231142
13909,488.7080078,206.3518524,86.97563171,0.906832159,14362,0.543341517
13295,475.7430115,199.2407379,86.08377838,0.901845276,13639,0.615994096
14009,487.0629883,208.6516571,86.59980774,0.909800947,14333,0.75010711
15350,498.1789856,204.6212006,96.8934021,0.880779982,15751,0.66369766
13263,474.4979858,197.8428955,86.68631744,0.898898304,13607,0.560092926
13650,491.0239868,210.6749725,83.69099426,0.917709708,14011,0.538589001
12598,466.8370056,199.0391388,81.86654663,0.911496043,13072,0.575408816
14551,502.1119995,208.1924438,90.84801483,0.899769425,14962,0.558022678
15700,505.303009,209.9884186,96.19488525,0.888902664,16040,0.590070307
14969,494.4169922,207.2099152,92.91051483,0.893838823,15286,0.63970083
14424,497.769989,210.743103,88.51709747,0.907513142,14920,0.558204353
11571,432.67099,183.7055969,80.56020355,0.898717105,11741,0.66222173
14019,482.45401,197.1981964,92.67004395,0.882701814,14411,0.576154828
11874,433.8439941,176.6112518,87.04949188,0.870092988,12138,0.734413683
13888,481.7479858,205.7463226,87.00279999,0.906192958,14178,0.585102797
13087,468.8110046,198.2867126,84.87167358,0.90376687,13488,0.772458971
14410,483.8089905,200.6350555,92.5211792,0.887326539,14788,0.583211899
14542,490.1459961,208.4299316,89.25757599,0.903666079,14747,0.554128706
15595,501.493988,207.8909454,96.88516235,0.884764493,16030,0.768415868
15907,527.3499756,226.8930054,90.79046631,0.916451156,16288,0.573845625
13848,492.9100037,207.0145721,86.98444366,0.907438397,14383,0.668791652
14493,487.3359985,205.8022919,90.53879547,0.898031592,14835,0.755788505
13468,470.7630005,194.4734955,89.74106598,0.887162805,14022,0.69183749
12483,451.8139954,189.8994293,84.86184692,0.894594967,12686,0.595705092
12110,458.0759888,192.4991455,81.79428101,0.9052369,12562,0.708684444
14934,488.2709961,201.0799561,95.97958374,0.878729284,15193,0.650378883
13274,471.0539856,197.6121979,86.34553528,0.899488509,13615,0.623778224
13891,486.9379883,209.8047638,85.73842621,0.91268754,14170,0.828472614
12723,465.9419861,197.7523193,83.90299988,0.905529559,12974,0.683150768
14202,485.9379883,202.6140594,90.65028381,0.894332111,14640,0.56176573
13839,481.5880127,201.3427887,88.88829803,0.897272348,14165,0.716935217
13852,490.2789917,213.9856873,82.96648407,0.921777308,14158,0.728324294
14935,489.2340088,202.4066467,94.64573669,0.883939147,15251,0.609044909
13998,486.3760071,204.2037964,88.51287842,0.901175857,14401,0.546882331
14686,503.6900024,212.2586823,89.78369141,0.906133473,15003,0.552146792
15269,496.6889954,210.4518127,92.709198,0.897740543,15474,0.806688488
12993,466.2390137,199.0335236,83.48303986,0.907782078,13230,0.786644042
13414,480.2879944,199.4829102,86.84285736,0.90026623,13933,0.555054426
15035,506.1520081,216.9353027,89.38923645,0.911159039,15432,0.609296501
14734,498.7070007,211.0009613,90.11148071,0.904220164,15171,0.784599841
14652,499.3359985,212.5039368,88.75134277,0.908609986,15039,0.767924547
14295,484.2269897,202.7705688,91.39711761,0.892654479,14528,0.551823974
12655,459.9049988,192.9947968,84.9026947,0.898035884,12959,0.645334005
13444,474.5929871,197.9504242,87.63919067,0.896653473,13881,0.656605601
15192,494.8890076,208.7244873,93.38067627,0.894340336,15410,0.626474202
11128,441.4330139,184.4109802,79.25365448,0.902940094,11403,0.55810219
15144,505.9129944,212.3688812,92.02203369,0.901243865,15609,0.609514594
14516,492.7860107,209.7601318,89.51319885,0.904374003,14836,0.733575881
13470,471.1879883,200.5023499,86.7831955,0.901476145,13729,0.582108915
14617,495.4500122,207.3158875,90.70746613,0.899202526,14950,0.637906969
14359,506.0889893,223.260849,82.48140717,0.929254711,14698,0.537870824
14440,498.118988,210.2735291,88.98815155,0.906035423,14918,0.776302338
13921,486.3880005,203.1841736,88.83795929,0.899350345,14334,0.580186725
14054,486.7650146,207.5825043,87.13072968,0.907644272,14343,0.789461851
13350,466.618988,196.5089722,87.16155243,0.896249652,13562,0.799209774
14850,498.4429932,213.7612762,88.98867035,0.90922761,15071,0.696496427
11836,456.3789978,201.8695984,75.45857239,0.927509904,12084,0.753213704
13333,472.3840027,200.9385681,85.17280579,0.90572077,13585,0.680255115
13062,467.4639893,197.8024292,85.39855194,0.901999712,13272,0.624080241
12886,463.9030151,193.8765869,85.47773743,0.897562444,13196,0.595251322
13437,476.1130066,202.8204803,85.11241913,0.907688737,13700,0.78413868
12213,459.1669922,195.5865479,80.6401062,0.911048651,12571,0.543403804
14511,510.2850037,216.3464966,87.13011169,0.915317059,14957,0.529985368
14055,488.7489929,207.7517548,87.25032806,0.907536149,14484,0.550076306
16188,526.8759766,224.0419159,93.17562103,0.909417331,16605,0.663007855
13064,469.8359985,199.5599823,84.36461639,0.906244874,13382,0.656416416
13806,494.0320129,212.3868866,83.93067169,0.918604493,14247,0.533627093
15238,506.1149902,218.3603973,89.61968994,0.911896169,15529,0.547224045
13688,481.3139954,204.3088379,86.3780365,0.906231582,14024,0.789388716
14520,496.0209961,208.425705,90.7463913,0.90024209,14930,0.590964615
13263,480.1910095,205.5758667,83.13744354,0.914576709,13517,0.680572689
16602,528.3530273,224.4154205,95.47276306,0.904991925,16900,0.565482497
14002,490.5700073,209.3342743,86.1463089,0.911398411,14336,0.656908274
12267,454.0249939,190.6735992,83.01828766,0.900239646,12673,0.651668072
15093,509.3049927,214.4281158,90.88327789,0.905736923,15497,0.572615504
12789,454.3890076,183.6245575,89.72113037,0.872501254,13114,0.695054352
12767,463.8420105,196.1930389,83.97356415,0.903771639,13104,0.606220305
12079,445.9949951,190.6735992,81.13324738,0.904954433,12462,0.642670929
14868,510.4339905,219.333786,88.03911591,0.915905774,15190,0.796699166
14531,492.9580078,207.6246033,90.52266693,0.899950564,14913,0.571254492
13657,481.618988,207.0131531,84.51869202,0.912858129,13872,0.567339659
12692,465.1719971,193.2073212,85.2905426,0.897287965,13118,0.714800656
12465,462.6159973,196.4457397,82.09127045,0.908501029,12794,0.730142951
15032,500.6090088,209.9165344,91.92539215,0.899016857,15397,0.71892488
13493,480.5289917,205.5730591,84.68375397,0.911211014,13843,0.796893477
14729,496.9389954,209.5204163,90.88716125,0.901015639,15131,0.612076104
14242,495.7390137,210.6809235,87.42848969,0.909830272,14549,0.640954077
13215,479.6099854,207.8880005,81.67606354,0.919587672,13462,0.536671519
15568,519.4559937,222.2280884,90.81752777,0.91268307,15984,0.78270489
11332,449.2600098,194.7819214,75.36934662,0.922103941,11671,0.673681736
13198,468.4559937,200.4911499,84.69168854,0.906399727,13455,0.731921017
14509,496.0660095,211.1375732,88.72329712,0.907424331,14836,0.558296144
14132,482.368988,205.2006683,88.29636383,0.902689397,14341,0.586098194
13662,476.3529968,204.1856537,85.61482239,0.907848239,13894,0.674167275
16500,523.3460083,219.7241364,97.14173126,0.896961987,16880,0.630637527
11702,432.7739868,177.7246094,84.66332245,0.879242897,11975,0.597162664
13050,467.5220032,194.8988495,86.94762421,0.894974828,13389,0.619775832
15154,504.9299927,211.2330933,92.50810242,0.899002671,15598,0.575060725
14340,477.8959961,196.4750671,94.25778961,0.877408326,14700,0.608142495
13451,485.5589905,205.9496613,84.3160553,0.91235441,13862,0.59995538
13959,477.2630005,200.4944,89.45983887,0.894935191,14242,0.715736032
13491,475.3450012,198.6623383,87.65083313,0.89740628,13812,0.698834479
13621,478.7529907,200.0433197,88.05669403,0.897905588,14068,0.624587297
16413,510.1099854,210.5551147,100.1218948,0.879708171,16665,0.599890351
13924,498.5620117,212.0615692,84.91075134,0.916337788,14444,0.547499239
13289,467.3150024,194.8841858,87.81411743,0.892727792,13628,0.695395052
14403,491.0599976,207.6805725,89.8433609,0.901584208,14708,0.59689182
13764,479.4790039,199.2956848,89.99370575,0.892241418,14167,0.777144134
15135,506.4349976,208.7226563,93.81930542,0.893284023,15656,0.574514151
13484,468.868988,195.4233856,88.78388977,0.890840828,13786,0.724012017
11815,456.6029968,200.1107025,75.79281616,0.925497234,12108,0.733759761
14434,488.2869873,201.6492462,92.53371429,0.888495922,14826,0.707757175
15389,521.3040161,226.9609985,87.38693237,0.922903836,15753,0.574645281
13933,483.9320068,207.2059326,86.29931641,0.90914005,14238,0.588386834
14404,486.4840088,206.7757568,89.47426605,0.901532412,14658,0.794571936
14038,496.6119995,211.5649872,86.05249023,0.913542807,14389,0.540172398
14759,483.2669983,203.9658661,92.55145264,0.891124189,15002,0.785053194
13429,491.3770142,208.908783,83.84211731,0.91593194,13837,0.533066034
14623,499.3129883,208.2283783,91.47314453,0.8983441,15085,0.583566129
14461,483.5660095,202.3530579,91.65203857,0.891545415,14718,0.74541235
15126,500.1140137,209.1668091,93.81420898,0.89377588,15496,0.706030607
15594,515.6610107,216.5342712,93.27998352,0.902454019,16029,0.666666687
15241,511.0610046,215.3691711,91.2743454,0.905753851,15604,0.543234944
14101,479.3160095,199.0871429,90.98012543,0.889473677,14383,0.619687974
15026,504.4719849,212.4759827,91.13345337,0.903346419,15285,0.722403824
13467,478.2470093,204.7185059,85.14571381,0.909403026,13732,0.547773004
15830,516.2319946,220.8192444,92.34398651,0.908360422,16074,0.701435685
14621,501.8250122,210.9164886,89.62992859,0.905214667,15175,0.689084768
13855,487.8309937,207.1084442,86.02370453,0.909659028,14214,0.551552534
11783,453.105011,192.6842957,79.17370605,0.911681056,12102,0.670440972
11739,448.605011,187.6857605,80.8497467,0.902460873,12118,0.547017694
11538,446.8569946,189.6852875,78.97428894,0.909207284,11852,0.57994473
13244,461.9389954,194.1837616,87.8210144,0.891887546,13476,0.7112782
15600,502.8429871,205.2755127,99.05281067,0.875876188,16130,0.721420646
13121,475.9100037,202.6862335,83.13021851,0.912021518,13439,0.571970344
14586,489.5440063,206.5986938,91.26046753,0.897148907,14897,0.795571089
14251,492.0320129,202.8476105,91.00605011,0.893711329,14658,0.560379088
13476,478.2829895,199.0232697,87.92966461,0.897110641,13931,0.599173009
13580,464.3569946,190.3806305,91.37226868,0.877298474,13781,0.62730968
12974,469.2730103,197.6331635,84.7321167,0.903430641,13219,0.686455011
11995,477.4110107,216.4877472,70.77008057,0.945058584,12168,0.666055858
14244,488.0660095,199.8998871,92.31539917,0.886979818,14691,0.616329908
12844,454.8370056,191.9801788,85.41941833,0.89556098,13043,0.617886186
13424,481.1749878,195.9000244,89.30523682,0.890045583,13950,0.658555746
14035,480.6289978,199.1483917,91.4108963,0.888431609,14422,0.716290712
14143,481.9079895,199.9907227,91.09355927,0.890241444,14450,0.584228337
13226,480.1570129,202.7484131,84.34415436,0.909362793,13617,0.707045853
14399,492.3389893,210.1399078,88.10236359,0.907868147,14636,0.549181879
14561,493.5299988,208.6929626,89.70529175,0.902903438,14986,0.772057235
12968,469.3410034,199.9050293,83.03522491,0.909651041,13243,0.641250074
12029,441.7399902,181.7962799,85.41960144,0.88273859,12275,0.596558213
13450,470.9760132,200.6081696,85.92671967,0.903621852,13728,0.563752174
15809,521.4970093,224.5216522,90.6051178,0.914958775,16150,0.564607143
13205,475.6000061,197.5489655,86.34487915,0.899422169,13607,0.691107988
15811,514.3779907,218.731369,93.16437531,0.904755831,16135,0.818671346
14693,484.5629883,199.6199951,94.80760956,0.880017936,15034,0.609162509
15209,517.6879883,221.2523956,89.17511749,0.915179253,15653,0.635296583
16505,516.2210083,212.8531036,99.69015503,0.883542001,16820,0.588413537
14316,488.9859924,204.4242706,90.14910126,0.897511899,14731,0.564177334
14839,504.0840149,211.3695984,91.34764099,0.901792049,15274,0.626382411
13269,470.6350098,197.3840942,86.4286499,0.899038136,13626,0.566325247
13913,474.4519958,199.1174316,89.71703339,0.892739356,14164,0.673101127
12411,466.0280151,204.5133972,78.29598236,0.923814535,12707,0.530565977
12602,465.9169922,194.4551392,84.83200836,0.899823129,13039,0.650258005
12820,467.3529968,197.3374023,83.97206879,0.904946506,13104,0.556834459
15087,510.605011,218.1743469,89.15250397,0.912700295,15506,0.549497366
15809,517.2329712,222.4206696,91.56285858,0.911335111,16025,0.556890249
11803,463.8089905,201.6506958,76.42430878,0.925399303,12138,0.549487889
14620,493.9440002,212.2660522,88.77167511,0.908350587,14931,0.724192619
15936,522.7670288,224.6175079,91.12374115,0.914013386,16298,0.609081209
15557,514.5369873,214.075119,93.85389709,0.898772299,15942,0.695564687
12861,455.8659973,191.8227539,86.29828644,0.893086195,13058,0.58672446
13877,489.6229858,205.1451263,86.93637085,0.905765235,14176,0.563807726
13503,477.243988,201.1717072,87.36241913,0.900783777,13743,0.563188195
14254,491.2609863,207.7671814,88.61370087,0.904485285,14607,0.569613159
14061,470.7489929,190.2900085,95.00540161,0.866448581,14347,0.618011594
14227,490.5039978,206.4913177,88.69171906,0.90305835,14529,0.687128723
13639,482.4150085,200.7362213,87.73310089,0.89943397,14042,0.730295539
14998,496.9039917,215.9502716,89.39608765,0.910292327,15279,0.824836373
16005,518.8930054,221.2155304,93.13295746,0.90705806,16343,0.551041484
12536,475.1459961,205.7659454,78.26070404,0.924847364,12798,0.694900215
14268,485.6340027,202.2508545,91.05271149,0.892929316,14586,0.616994619
15290,501.0570068,209.3677521,94.17389679,0.893128633,15582,0.757831097
15373,522.2109985,229.4937286,86.34156799,0.926527798,15757,0.671603322
15609,492.6629944,202.2301636,99.01204681,0.871946752,15884,0.681020916
15256,495.7709961,209.6213226,93.42301941,0.895194769,15449,0.574982107
16625,535.9890137,229.7935944,93.0896225,0.914271951,16951,0.654141247
14817,502.6440125,214.5908508,89.05412292,0.909823716,15275,0.797985792
14198,485.9030151,205.1043549,89.31971741,0.900196314,14414,0.565837741
14825,499.9400024,210.2712097,91.82390594,0.899610758,15274,0.774717808
14828,494.256012,209.6626892,90.79800415,0.901361704,15038,0.570922554
13858,475.368988,201.4420319,87.92324829,0.899719179,14083,0.7785393
17437,536.8989868,230.2574615,97.31147766,0.906306863,17650,0.759153664
15265,505.098999,211.4430084,93.12213898,0.897795558,15639,0.741307318
14953,503.7520142,217.1036835,88.61492157,0.912906528,15229,0.72313571
12243,449.6239929,191.0789948,82.63934326,0.90163976,12464,0.799725652
16453,523.8740234,222.3121948,96.1785202,0.901572466,16803,0.754724741
13589,483.8840027,205.3547516,85.4103241,0.909403026,13883,0.545742989
14439,492.553009,211.8521423,87.43466949,0.910859942,14614,0.572794378
13982,495.3410034,214.1675568,84.77728271,0.91831708,14298,0.781466603
12244,455.2749939,192.5073853,81.42861938,0.906134546,12480,0.575240791
14070,484.2160034,203.2800446,89.0918808,0.898842573,14448,0.567338705
11735,453.5180054,194.1048431,78.01987457,0.915662885,11956,0.71533072
12835,481.5029907,212.5375366,77.45262146,0.931235254,13055,0.511946082
14853,488.5610046,201.5631256,95.47245026,0.880707622,15224,0.678529024
15061,497.3590088,207.6504211,93.05584717,0.893964887,15327,0.716780901
13385,460.8250122,192.6461487,89.71348572,0.884947598,13595,0.612754047
12555,444.5799866,184.8253326,87.36722565,0.881222546,12773,0.652207792
15105,503.2919922,215.5826721,89.79667664,0.909121931,15327,0.60047704
13434,455.822998,184.1703339,93.38285065,0.861918986,13686,0.635838687
14961,502.9089966,215.1925049,89.23142242,0.909977078,15218,0.675318241
12429,469.6080017,202.4146729,78.88986969,0.920923293,12714,0.556854844
13002,460.1270142,191.4242096,87.77463531,0.888676524,13325,0.67945236
15147,510.0159912,213.1561737,91.69268799,0.902749479,15719,0.588735998
15055,508.276001,218.9765167,88.4911499,0.91470927,15361,0.686220884
13540,458.5299988,189.1114044,92.39390564,0.872525454,13710,0.799952745
11962,449.4419861,192.088913,80.96472931,0.906830192,12171,0.538901627
12692,443.1430054,182.9328308,88.95259857,0.873815119,12849,0.638237953
13627,476.9890137,201.194519,86.95225525,0.901787341,13926,0.780559063
13982,479.7850037,204.5423889,88.27964783,0.902067065,14221,0.772913218
14870,506.5610046,214.9312286,89.4002533,0.909388304,15202,0.579727113
13954,481.2879944,204.7774506,87.50462341,0.904102445,14277,0.581126094
13425,477.197998,199.7563629,86.64096832,0.901041329,13784,0.611673057
14057,463.1419983,189.7926025,95.08885193,0.865438879,14259,0.626119077
17198,520.9920044,209.9702148,105.6705856,0.864132345,17586,0.606160998
14675,493.9289856,199.2336273,95.68336487,0.877127767,15317,0.6168558
12291,440.9570007,186.1877747,84.68074036,0.890586615,12476,0.730172873
15072,487.5849915,202.4947357,95.35527039,0.88218528,15267,0.790558636
16390,502.678009,207.0486603,101.5171432,0.8715505,16635,0.714503706
13142,464.651001,194.7449951,86.58729553,0.895719886,13406,0.661332548
12759,463.6409912,200.9574585,81.20908356,0.914710045,12993,0.778937757
14470,486.2600098,208.3336639,89.34396362,0.903375566,14657,0.576539934
17079,520.4500122,216.1599884,101.7624969,0.882253826,17418,0.794372082
13858,475.9570007,205.8739014,86.04458618,0.908470929,14042,0.651221812
12324,449.1520081,190.3924866,83.20513916,0.899452269,12595,0.767133534
17263,520.3029785,215.0044098,103.367218,0.876847923,17565,0.661874115
16079,522.7589722,223.4059143,92.64324951,0.909964681,16392,0.64172256
14806,481.9119873,198.2439117,95.78669739,0.875523269,15162,0.701041639
15460,507.0769958,213.5723267,93.55609894,0.898948908,15819,0.582209826
16798,529.0770264,222.7966309,97.6834259,0.898759425,17173,0.638173401
14015,475.723999,195.32164,92.48479462,0.88079381,14492,0.748624563
14927,502.0180054,212.0285492,90.81613922,0.903626978,15392,0.594985664
15158,513.7260132,218.8200073,89.37168884,0.91279161,15591,0.701759279
14676,481.631012,202.4020691,92.94723511,0.888322175,14936,0.650531888
15094,513.9240112,224.7196503,86.43656158,0.923065901,15292,0.79417026
18913,541.7459717,227.1354828,106.9483566,0.88220948,19099,0.804124177
14013,480.8309937,191.8450775,94.87568665,0.869153023,14622,0.625915647
15904,511.0220032,214.3505554,96.21209717,0.893605113,16248,0.71785152
16580,530.0949707,226.4449463,94.47407532,0.908812165,16928,0.596188426
15007,500.3070068,210.7177582,92.17046356,0.899261236,15431,0.580766261
12239,473.5140076,208.0478973,75.60643768,0.931629777,12622,0.517199099
17335,544.0930176,239.010498,92.99298096,0.921206117,17526,0.821097016
16788,533.4879761,230.1293335,93.76287842,0.913233936,17041,0.572676122
14968,514.8010254,220.223999,87.73534393,0.917215526,15438,0.740916729
17425,541.8029785,232.0575562,96.44174194,0.90955019,17758,0.703955054
16570,519.1229858,221.0144806,96.22779083,0.900241315,16757,0.592335761
13352,514.4869995,232.4802094,73.986763,0.948006928,13585,0.592816234
14824,513.21698,220.160202,86.80725098,0.918985546,15150,0.568361342
15786,500.8609924,205.4672394,98.81665039,0.876755536,16127,0.610913336
14601,476.2260132,192.6065369,97.93213654,0.861087382,14815,0.627837956
15581,517.3319702,221.9593811,90.30760956,0.91348809,15901,0.554089606
12930,474.0780029,205.3563385,80.71208191,0.919523835,13181,0.74063468
16505,506.8959961,207.3458405,103.244194,0.867215872,16782,0.778170645
16006,528.1760254,222.6719055,93.09613037,0.908407211,16466,0.611850142
14477,499.4700012,217.1054688,85.79216766,0.918610811,14726,0.575511813
15071,494.1350098,200.5948334,97.39328766,0.874224246,15575,0.689212084
14181,485.2449951,206.8582764,87.94334412,0.905128479,14423,0.647830069
13680,473.0859985,194.9403839,91.22505188,0.883747637,14077,0.779487193
15551,515.7839966,215.0897369,93.75079346,0.900010467,15908,0.56565547
16865,517.7470093,210.4794464,103.8049393,0.869925439,17234,0.65020436
16258,533.3410034,229.1129913,91.12013245,0.91751194,16705,0.570816636
15133,503.2189941,216.5750275,89.47614288,0.910666823,15359,0.592614353
15742,499.9819946,209.3941956,96.45911407,0.887577713,15950,0.756608665
12181,456.9379883,194.8551636,80.28486633,0.911173344,12489,0.584893882
16679,528.552002,222.7795868,96.64006805,0.901012897,17006,0.569171429
13013,470.9559937,197.6946411,84.80590057,0.903316736,13376,0.575643659
15042,502.2139893,212.0943756,91.29269409,0.902621925,15416,0.702109754
15486,492.6940002,204.3721313,97.6780014,0.878391445,15688,0.601164579
13109,484.9930115,204.728302,82.84823608,0.914461017,13497,0.525116146
14759,493.8039856,207.7845764,91.68565369,0.897382557,15106,0.705868304
11396,446.2829895,192.2324066,76.52645874,0.917344868,11692,0.645153999
14850,500.2980042,213.0778961,89.3513031,0.907830954,15124,0.580214083
13909,475.6180115,199.6072693,89.94419861,0.892723024,14241,0.727876902
15454,500.8970032,208.5415955,95.32327271,0.889418006,15773,0.583433986
14938,502.6870117,209.6447296,92.03596497,0.898482561,15331,0.635200083
11966,456.8460083,194.2702637,79.35068512,0.912778378,12337,0.574597836
15552,492.9819946,198.2062683,101.6440125,0.858496547,15936,0.627451003
15807,513.5109863,219.2963257,92.29656982,0.907118201,16078,0.780978262
13282,470.2579956,199.71138,85.10118103,0.904666245,13513,0.671622157
14332,497.1409912,206.546814,90.75944519,0.898284912,14830,0.566571772
13779,481.9760132,200.4785767,88.84671021,0.896436095,14192,0.571980059
13726,484.2470093,209.703064,83.88441467,0.916508496,13969,0.555596054
14266,486.4779968,207.7260437,88.09992218,0.905607939,14485,0.603851855
13200,477.8510132,202.5969543,83.68836975,0.910695612,13585,0.641399443
16146,509.3320007,213.6200256,96.64880371,0.891798258,16404,0.5967623
12575,456.7529907,188.6798553,85.98197174,0.890131891,12936,0.739271045
14057,483.480011,201.5748138,89.90643311,0.895022869,14388,0.567272007
14305,490.1820068,206.8847198,88.67579651,0.903482914,14695,0.654182076
12626,455.2969971,188.6578827,86.60137939,0.888415992,12911,0.733899117
15655,488.9030151,199.5566864,101.026207,0.862384856,15880,0.633754373
11797,451.9599915,195.5936584,77.40120697,0.918369234,11988,0.570151269
12921,477.1210022,197.7001495,84.82759094,0.903270304,13557,0.723946631
13724,468.571991,191.8715973,92.48851013,0.876152873,14048,0.740716755
13520,471.5289917,195.3061523,89.44055939,0.888977647,13950,0.570127368
14261,496.3590088,208.8519745,88.24221039,0.906357884,14763,0.695658565
14850,499.2070007,210.1336365,91.14337158,0.901038051,15327,0.589005232
15522,507.2420044,213.6819305,94.90153503,0.895964742,15782,0.77890408
13241,466.9899902,193.54422,88.05834961,0.890502691,13577,0.57765466
13494,479.4460144,203.0273438,85.75126648,0.906426728,13842,0.772940755
15569,504.7539978,214.5067749,93.19715881,0.90068543,15815,0.773038745
13875,490.8380127,207.1322327,87.32526398,0.906785667,14243,0.575630605
14265,480.927002,200.188446,91.48053741,0.889481008,14627,0.754562259
12612,463.5950012,197.6829376,82.37692261,0.909038424,12919,0.584051132
14910,511.6000061,221.6122894,86.21698761,0.921219051,15215,0.699638665
14146,504.3559875,214.0628815,85.7449646,0.916270673,14716,0.625265181
13568,484.6480103,208.0720978,83.69619751,0.915531576,13962,0.787921011
14212,484.9460144,205.0032349,89.6155014,0.899392545,14502,0.752196491
14458,475.0440063,196.9861145,93.99989319,0.878799915,14669,0.601890028
12734,470.6140137,204.4029083,80.16529846,0.919883132,12982,0.714590371
14753,489.5360107,207.4660034,92.00662994,0.896285236,14984,0.804679811
14819,496.6229858,205.9913483,92.8265686,0.892709136,15194,0.726421595
15344,501.7999878,212.422699,92.96140289,0.899157763,15604,0.794202924
12450,456.2210083,191.142868,84.21341705,0.897714138,12740,0.572150707
14908,499.4689941,209.1194763,92.06287384,0.897879899,15324,0.763338447
14980,503.8169861,214.1865082,89.89457703,0.907661796,15361,0.735395193
15213,495.4169922,206.2999725,94.53257751,0.888834298,15516,0.701350808
12899,472.2630005,205.5205536,80.43336487,0.920235932,13107,0.585918665
13263,487.8909912,214.4280396,79.64109802,0.928468287,13491,0.674447
13988,491.4890137,208.3646393,86.78496552,0.909133315,14427,0.613105416
13181,470.3890076,199.4720764,84.90553284,0.904887319,13429,0.73435849
12220,465.6860046,200.1741638,79.04184723,0.918738961,12588,0.57438308
13834,480.2739868,202.7702789,87.72439575,0.90157181,14151,0.728105247
16249,512.7919922,215.7268524,96.96568298,0.893288553,16493,0.737183571
14313,482.9750061,204.7200775,89.7869873,0.898690104,14622,0.573299706
14176,513.1489868,220.0369873,83.43087006,0.925328076,14675,0.543787658
14041,491.6610107,212.8569336,84.56730652,0.917690337,14289,0.786610663
13022,467.0769958,194.7540894,86.67639923,0.895502925,13355,0.596245408
12796,471.2090149,203.9296265,80.33000946,0.919148862,13022,0.684058607
13811,482.2980042,206.7147522,85.73661804,0.909931719,14000,0.55593127
13053,480.9509888,205.9524231,81.65559387,0.918044269,13478,0.683582067
12879,469.1329956,200.7955017,82.04309082,0.912717879,13132,0.769125104
14768,499.8770142,210.5588074,90.47418213,0.902978361,15158,0.583116174
12040,441.0230103,182.7528076,85.15114594,0.884818316,12372,0.747408271
14712,496.0360107,212.7399292,89.09264374,0.908084631,14925,0.733948588
13337,468.6210022,196.7711945,87.31040955,0.896167755,13598,0.69441843
10951,432.6119995,182.0443115,78.21557617,0.902994871,11242,0.547112286
12590,461.1369934,195.5348816,82.96224213,0.90552938,12915,0.676009476
12932,456.6549988,191.3286285,86.72583771,0.891367137,13098,0.663043499
11941,452.6019897,196.0300446,78.6872406,0.915901124,12131,0.651339114
14874,487.5039978,204.9133911,92.88920593,0.89135313,15065,0.614475727
14418,480.322998,199.1184387,93.311203,0.88339901,14780,0.758522749
12434,454.8930054,193.157959,82.8585968,0.903319657,12652,0.703678548
12104,441.7749939,182.4621277,85.51346588,0.88337642,12378,0.739130437
14398,487.723999,210.0916901,87.59719849,0.9089306,14654,0.785316885
14609,490.2470093,206.0622711,91.4997406,0.896007299,14837,0.719655156
12663,468.223999,199.6974945,81.61620331,0.912669122,12979,0.623393893
13900,475.8890076,198.1689301,90.54260254,0.889520109,14161,0.717234254
14439,490.4700012,204.828064,91.04846191,0.895773053,14815,0.791394889
14333,493.8989868,207.5099487,89.44615936,0.902330339,14772,0.55979532
